time,temperature_2m_max,temperature_2m_min,precipitation_sum,date,city,latitude,longitude,month
2022-01-01,15.4,9.4,0.0,2022-01-01,Algiers,36.75,3.06,1
2022-01-02,16.2,7.2,0.0,2022-01-02,Algiers,36.75,3.06,1
2022-01-03,16.5,8.0,0.0,2022-01-03,Algiers,36.75,3.06,1
2022-01-04,18.2,6.8,0.0,2022-01-04,Algiers,36.75,3.06,1
2022-01-05,16.1,11.0,1.0,2022-01-05,Algiers,36.75,3.06,1
2022-01-06,12.1,6.8,7.4,2022-01-06,Algiers,36.75,3.06,1
2022-01-07,12.4,5.6,0.8,2022-01-07,Algiers,36.75,3.06,1
2022-01-08,14.0,5.7,0.0,2022-01-08,Algiers,36.75,3.06,1
2022-01-09,15.8,8.7,0.0,2022-01-09,Algiers,36.75,3.06,1
2022-01-10,16.9,12.6,1.0,2022-01-10,Algiers,36.75,3.06,1
2022-01-11,13.7,8.2,0.6,2022-01-11,Algiers,36.75,3.06,1
2022-01-12,13.1,7.0,0.5,2022-01-12,Algiers,36.75,3.06,1
2022-01-13,12.9,8.1,1.7,2022-01-13,Algiers,36.75,3.06,1
2022-01-14,14.0,5.0,0.0,2022-01-14,Algiers,36.75,3.06,1
2022-01-15,14.2,3.6,0.0,2022-01-15,Algiers,36.75,3.06,1
2022-01-16,13.8,5.1,0.0,2022-01-16,Algiers,36.75,3.06,1
2022-01-17,14.0,5.7,0.0,2022-01-17,Algiers,36.75,3.06,1
2022-01-18,14.5,4.7,0.0,2022-01-18,Algiers,36.75,3.06,1
2022-01-19,15.9,4.6,0.0,2022-01-19,Algiers,36.75,3.06,1
2022-01-20,14.1,3.2,0.0,2022-01-20,Algiers,36.75,3.06,1
2022-01-21,14.2,3.9,0.0,2022-01-21,Algiers,36.75,3.06,1
2022-01-22,13.0,6.9,0.4,2022-01-22,Algiers,36.75,3.06,1
2022-01-23,14.2,4.9,0.0,2022-01-23,Algiers,36.75,3.06,1
2022-01-24,14.9,3.9,0.0,2022-01-24,Algiers,36.75,3.06,1
2022-01-25,15.2,4.0,0.0,2022-01-25,Algiers,36.75,3.06,1
2022-01-26,18.0,5.9,0.0,2022-01-26,Algiers,36.75,3.06,1
2022-01-27,16.2,6.0,0.0,2022-01-27,Algiers,36.75,3.06,1
2022-01-28,16.1,3.2,0.0,2022-01-28,Algiers,36.75,3.06,1
2022-01-29,16.0,3.0,0.0,2022-01-29,Algiers,36.75,3.06,1
2022-01-30,15.4,4.2,0.0,2022-01-30,Algiers,36.75,3.06,1
2022-01-31,17.5,3.9,0.0,2022-01-31,Algiers,36.75,3.06,1
2022-02-01,14.4,7.0,0.9,2022-02-01,Algiers,36.75,3.06,2
2022-02-02,18.1,6.6,0.0,2022-02-02,Algiers,36.75,3.06,2
2022-02-03,23.3,6.4,0.0,2022-02-03,Algiers,36.75,3.06,2
2022-02-04,20.2,6.3,0.0,2022-02-04,Algiers,36.75,3.06,2
2022-02-05,17.0,9.8,0.0,2022-02-05,Algiers,36.75,3.06,2
2022-02-06,16.4,9.4,0.0,2022-02-06,Algiers,36.75,3.06,2
2022-02-07,16.1,6.0,0.0,2022-02-07,Algiers,36.75,3.06,2
2022-02-08,15.3,6.1,0.0,2022-02-08,Algiers,36.75,3.06,2
2022-02-09,16.9,5.5,0.0,2022-02-09,Algiers,36.75,3.06,2
2022-02-10,16.6,4.9,0.0,2022-02-10,Algiers,36.75,3.06,2
2022-02-11,15.1,7.7,0.2,2022-02-11,Algiers,36.75,3.06,2
2022-02-12,14.4,7.4,0.3,2022-02-12,Algiers,36.75,3.06,2
2022-02-13,16.3,5.5,0.0,2022-02-13,Algiers,36.75,3.06,2
2022-02-14,19.1,4.9,3.3,2022-02-14,Algiers,36.75,3.06,2
2022-02-15,15.8,7.7,0.5,2022-02-15,Algiers,36.75,3.06,2
2022-02-16,17.0,7.0,0.0,2022-02-16,Algiers,36.75,3.06,2
2022-02-17,18.7,8.4,0.0,2022-02-17,Algiers,36.75,3.06,2
2022-02-18,21.4,7.0,0.0,2022-02-18,Algiers,36.75,3.06,2
2022-02-19,18.1,11.1,0.0,2022-02-19,Algiers,36.75,3.06,2
2022-02-20,15.9,9.1,0.5,2022-02-20,Algiers,36.75,3.06,2
2022-02-21,17.7,5.8,0.0,2022-02-21,Algiers,36.75,3.06,2
2022-02-22,17.5,7.2,0.0,2022-02-22,Algiers,36.75,3.06,2
2022-02-23,17.6,5.7,0.0,2022-02-23,Algiers,36.75,3.06,2
2022-02-24,21.3,9.9,0.0,2022-02-24,Algiers,36.75,3.06,2
2022-02-25,16.2,10.2,0.0,2022-02-25,Algiers,36.75,3.06,2
2022-02-26,15.0,10.9,0.0,2022-02-26,Algiers,36.75,3.06,2
2022-02-27,15.1,10.7,7.6,2022-02-27,Algiers,36.75,3.06,2
2022-02-28,11.9,5.6,11.2,2022-02-28,Algiers,36.75,3.06,2
2022-03-01,14.8,6.0,0.0,2022-03-01,Algiers,36.75,3.06,3
2022-03-02,17.3,4.9,0.0,2022-03-02,Algiers,36.75,3.06,3
2022-03-03,17.4,6.7,0.1,2022-03-03,Algiers,36.75,3.06,3
2022-03-04,13.4,9.8,13.8,2022-03-04,Algiers,36.75,3.06,3
2022-03-05,14.0,8.6,6.0,2022-03-05,Algiers,36.75,3.06,3
2022-03-06,13.9,7.4,8.3,2022-03-06,Algiers,36.75,3.06,3
2022-03-07,15.2,6.7,0.6,2022-03-07,Algiers,36.75,3.06,3
2022-03-08,14.3,9.2,4.8,2022-03-08,Algiers,36.75,3.06,3
2022-03-09,15.5,7.8,1.3,2022-03-09,Algiers,36.75,3.06,3
2022-03-10,19.7,7.6,0.0,2022-03-10,Algiers,36.75,3.06,3
2022-03-11,18.3,7.5,0.0,2022-03-11,Algiers,36.75,3.06,3
2022-03-12,17.8,9.7,3.9,2022-03-12,Algiers,36.75,3.06,3
2022-03-13,19.5,7.3,0.2,2022-03-13,Algiers,36.75,3.06,3
2022-03-14,24.8,12.4,0.0,2022-03-14,Algiers,36.75,3.06,3
2022-03-15,24.3,19.5,0.0,2022-03-15,Algiers,36.75,3.06,3
2022-03-16,22.3,11.2,2.2,2022-03-16,Algiers,36.75,3.06,3
2022-03-17,16.3,10.4,6.3,2022-03-17,Algiers,36.75,3.06,3
2022-03-18,15.7,9.9,6.2,2022-03-18,Algiers,36.75,3.06,3
2022-03-19,14.7,10.5,3.4,2022-03-19,Algiers,36.75,3.06,3
2022-03-20,17.0,10.6,1.5,2022-03-20,Algiers,36.75,3.06,3
2022-03-21,20.9,10.1,9.2,2022-03-21,Algiers,36.75,3.06,3
2022-03-22,17.9,10.9,4.4,2022-03-22,Algiers,36.75,3.06,3
2022-03-23,18.2,13.2,2.2,2022-03-23,Algiers,36.75,3.06,3
2022-03-24,22.3,12.1,0.0,2022-03-24,Algiers,36.75,3.06,3
2022-03-25,19.1,13.4,0.4,2022-03-25,Algiers,36.75,3.06,3
2022-03-26,18.9,10.3,0.2,2022-03-26,Algiers,36.75,3.06,3
2022-03-27,17.8,11.0,1.1,2022-03-27,Algiers,36.75,3.06,3
2022-03-28,17.3,8.6,0.0,2022-03-28,Algiers,36.75,3.06,3
2022-03-29,29.2,14.0,0.1,2022-03-29,Algiers,36.75,3.06,3
2022-03-30,18.4,13.0,1.4,2022-03-30,Algiers,36.75,3.06,3
2022-03-31,15.5,10.7,9.6,2022-03-31,Algiers,36.75,3.06,3
2022-04-01,15.3,9.9,5.6,2022-04-01,Algiers,36.75,3.06,4
2022-04-02,14.1,7.5,1.1,2022-04-02,Algiers,36.75,3.06,4
2022-04-03,14.1,4.0,0.4,2022-04-03,Algiers,36.75,3.06,4
2022-04-04,15.1,11.9,4.7,2022-04-04,Algiers,36.75,3.06,4
2022-04-05,17.1,13.0,10.9,2022-04-05,Algiers,36.75,3.06,4
2022-04-06,15.4,12.1,1.2,2022-04-06,Algiers,36.75,3.06,4
2022-04-07,19.8,10.3,0.0,2022-04-07,Algiers,36.75,3.06,4
2022-04-08,21.8,9.0,0.0,2022-04-08,Algiers,36.75,3.06,4
2022-04-09,20.3,11.3,0.0,2022-04-09,Algiers,36.75,3.06,4
2022-04-10,20.6,10.0,0.0,2022-04-10,Algiers,36.75,3.06,4
2022-04-11,31.0,13.6,0.0,2022-04-11,Algiers,36.75,3.06,4
2022-04-12,22.0,13.7,3.7,2022-04-12,Algiers,36.75,3.06,4
2022-04-13,14.9,12.6,43.2,2022-04-13,Algiers,36.75,3.06,4
2022-04-14,18.2,12.1,28.2,2022-04-14,Algiers,36.75,3.06,4
2022-04-15,16.2,12.4,11.6,2022-04-15,Algiers,36.75,3.06,4
2022-04-16,19.1,10.9,0.1,2022-04-16,Algiers,36.75,3.06,4
2022-04-17,22.2,10.1,0.0,2022-04-17,Algiers,36.75,3.06,4
2022-04-18,21.5,10.9,0.0,2022-04-18,Algiers,36.75,3.06,4
2022-04-19,22.9,12.0,0.0,2022-04-19,Algiers,36.75,3.06,4
2022-04-20,20.1,12.0,9.9,2022-04-20,Algiers,36.75,3.06,4
2022-04-21,16.1,10.1,4.0,2022-04-21,Algiers,36.75,3.06,4
2022-04-22,21.5,11.8,0.0,2022-04-22,Algiers,36.75,3.06,4
2022-04-23,22.6,9.6,0.0,2022-04-23,Algiers,36.75,3.06,4
2022-04-24,19.2,11.3,0.0,2022-04-24,Algiers,36.75,3.06,4
2022-04-25,18.4,10.0,0.0,2022-04-25,Algiers,36.75,3.06,4
2022-04-26,19.6,12.8,0.0,2022-04-26,Algiers,36.75,3.06,4
2022-04-27,19.9,13.6,1.0,2022-04-27,Algiers,36.75,3.06,4
2022-04-28,16.5,13.1,10.3,2022-04-28,Algiers,36.75,3.06,4
2022-04-29,18.7,13.0,1.5,2022-04-29,Algiers,36.75,3.06,4
2022-04-30,19.8,11.3,0.0,2022-04-30,Algiers,36.75,3.06,4
2022-05-01,22.2,9.7,0.0,2022-05-01,Algiers,36.75,3.06,5
2022-05-02,24.4,12.0,0.3,2022-05-02,Algiers,36.75,3.06,5
2022-05-03,20.3,14.6,1.8,2022-05-03,Algiers,36.75,3.06,5
2022-05-04,22.6,15.1,4.5,2022-05-04,Algiers,36.75,3.06,5
2022-05-05,17.2,14.6,23.6,2022-05-05,Algiers,36.75,3.06,5
2022-05-06,20.5,13.3,0.0,2022-05-06,Algiers,36.75,3.06,5
2022-05-07,20.0,11.0,0.0,2022-05-07,Algiers,36.75,3.06,5
2022-05-08,23.1,11.3,0.0,2022-05-08,Algiers,36.75,3.06,5
2022-05-09,23.1,13.0,0.0,2022-05-09,Algiers,36.75,3.06,5
2022-05-10,20.8,13.0,0.0,2022-05-10,Algiers,36.75,3.06,5
2022-05-11,21.5,11.4,0.0,2022-05-11,Algiers,36.75,3.06,5
2022-05-12,29.7,13.3,0.0,2022-05-12,Algiers,36.75,3.06,5
2022-05-13,24.8,15.8,0.0,2022-05-13,Algiers,36.75,3.06,5
2022-05-14,23.3,15.4,0.0,2022-05-14,Algiers,36.75,3.06,5
2022-05-15,27.4,15.1,0.0,2022-05-15,Algiers,36.75,3.06,5
2022-05-16,25.4,16.7,0.0,2022-05-16,Algiers,36.75,3.06,5
2022-05-17,25.4,16.1,0.0,2022-05-17,Algiers,36.75,3.06,5
2022-05-18,23.6,15.3,0.0,2022-05-18,Algiers,36.75,3.06,5
2022-05-19,27.2,16.1,0.0,2022-05-19,Algiers,36.75,3.06,5
2022-05-20,31.5,16.9,0.0,2022-05-20,Algiers,36.75,3.06,5
2022-05-21,31.9,16.1,0.0,2022-05-21,Algiers,36.75,3.06,5
2022-05-22,36.4,18.9,0.0,2022-05-22,Algiers,36.75,3.06,5
2022-05-23,30.2,17.4,0.0,2022-05-23,Algiers,36.75,3.06,5
2022-05-24,27.7,16.9,0.0,2022-05-24,Algiers,36.75,3.06,5
2022-05-25,22.1,16.1,3.2,2022-05-25,Algiers,36.75,3.06,5
2022-05-26,20.0,14.4,15.9,2022-05-26,Algiers,36.75,3.06,5
2022-05-27,24.7,15.0,0.0,2022-05-27,Algiers,36.75,3.06,5
2022-05-28,27.2,15.9,0.0,2022-05-28,Algiers,36.75,3.06,5
2022-05-29,31.6,16.9,0.0,2022-05-29,Algiers,36.75,3.06,5
2022-05-30,30.9,17.6,0.0,2022-05-30,Algiers,36.75,3.06,5
2022-05-31,27.3,17.7,0.0,2022-05-31,Algiers,36.75,3.06,5
2022-06-01,25.9,18.1,0.0,2022-06-01,Algiers,36.75,3.06,6
2022-06-02,27.2,18.4,0.0,2022-06-02,Algiers,36.75,3.06,6
2022-06-03,28.5,19.4,0.1,2022-06-03,Algiers,36.75,3.06,6
2022-06-04,28.2,19.6,0.0,2022-06-04,Algiers,36.75,3.06,6
2022-06-05,28.7,19.7,0.0,2022-06-05,Algiers,36.75,3.06,6
2022-06-06,26.9,19.6,0.0,2022-06-06,Algiers,36.75,3.06,6
2022-06-07,26.9,19.0,0.0,2022-06-07,Algiers,36.75,3.06,6
2022-06-08,30.4,18.0,0.0,2022-06-08,Algiers,36.75,3.06,6
2022-06-09,26.6,19.6,0.0,2022-06-09,Algiers,36.75,3.06,6
2022-06-10,26.3,19.6,0.0,2022-06-10,Algiers,36.75,3.06,6
2022-06-11,25.3,18.7,0.0,2022-06-11,Algiers,36.75,3.06,6
2022-06-12,27.4,16.6,0.0,2022-06-12,Algiers,36.75,3.06,6
2022-06-13,29.7,17.5,0.0,2022-06-13,Algiers,36.75,3.06,6
2022-06-14,35.0,19.6,0.0,2022-06-14,Algiers,36.75,3.06,6
2022-06-15,34.3,19.9,0.0,2022-06-15,Algiers,36.75,3.06,6
2022-06-16,30.1,19.9,0.0,2022-06-16,Algiers,36.75,3.06,6
2022-06-17,30.8,18.6,0.0,2022-06-17,Algiers,36.75,3.06,6
2022-06-18,30.9,20.8,0.0,2022-06-18,Algiers,36.75,3.06,6
2022-06-19,31.2,20.4,0.0,2022-06-19,Algiers,36.75,3.06,6
2022-06-20,30.6,19.7,0.0,2022-06-20,Algiers,36.75,3.06,6
2022-06-21,30.8,20.1,0.0,2022-06-21,Algiers,36.75,3.06,6
2022-06-22,28.0,21.3,2.3,2022-06-22,Algiers,36.75,3.06,6
2022-06-23,28.0,21.0,1.5,2022-06-23,Algiers,36.75,3.06,6
2022-06-24,26.6,20.7,5.9,2022-06-24,Algiers,36.75,3.06,6
2022-06-25,27.9,19.7,0.0,2022-06-25,Algiers,36.75,3.06,6
2022-06-26,27.9,18.8,0.0,2022-06-26,Algiers,36.75,3.06,6
2022-06-27,28.5,19.2,0.0,2022-06-27,Algiers,36.75,3.06,6
2022-06-28,26.8,18.7,0.0,2022-06-28,Algiers,36.75,3.06,6
2022-06-29,26.9,19.0,0.0,2022-06-29,Algiers,36.75,3.06,6
2022-06-30,28.1,20.6,0.0,2022-06-30,Algiers,36.75,3.06,6
2022-07-01,27.9,22.5,0.1,2022-07-01,Algiers,36.75,3.06,7
2022-07-02,32.0,21.9,0.0,2022-07-02,Algiers,36.75,3.06,7
2022-07-03,33.3,22.7,0.0,2022-07-03,Algiers,36.75,3.06,7
2022-07-04,32.1,21.9,0.0,2022-07-04,Algiers,36.75,3.06,7
2022-07-05,30.0,21.5,0.0,2022-07-05,Algiers,36.75,3.06,7
2022-07-06,32.7,21.9,0.0,2022-07-06,Algiers,36.75,3.06,7
2022-07-07,28.5,22.9,0.4,2022-07-07,Algiers,36.75,3.06,7
2022-07-08,27.7,21.5,0.0,2022-07-08,Algiers,36.75,3.06,7
2022-07-09,27.5,20.5,0.0,2022-07-09,Algiers,36.75,3.06,7
2022-07-10,28.6,19.1,0.0,2022-07-10,Algiers,36.75,3.06,7
2022-07-11,28.4,18.5,0.0,2022-07-11,Algiers,36.75,3.06,7
2022-07-12,31.8,21.7,0.0,2022-07-12,Algiers,36.75,3.06,7
2022-07-13,28.2,22.1,0.0,2022-07-13,Algiers,36.75,3.06,7
2022-07-14,28.9,19.9,0.0,2022-07-14,Algiers,36.75,3.06,7
2022-07-15,29.0,19.9,0.0,2022-07-15,Algiers,36.75,3.06,7
2022-07-16,29.2,21.0,0.0,2022-07-16,Algiers,36.75,3.06,7
2022-07-17,29.5,20.2,0.0,2022-07-17,Algiers,36.75,3.06,7
2022-07-18,29.4,18.5,0.0,2022-07-18,Algiers,36.75,3.06,7
2022-07-19,29.1,20.6,0.0,2022-07-19,Algiers,36.75,3.06,7
2022-07-20,28.7,20.8,0.0,2022-07-20,Algiers,36.75,3.06,7
2022-07-21,28.6,21.9,0.0,2022-07-21,Algiers,36.75,3.06,7
2022-07-22,30.0,21.8,0.0,2022-07-22,Algiers,36.75,3.06,7
2022-07-23,29.9,22.7,0.0,2022-07-23,Algiers,36.75,3.06,7
2022-07-24,31.7,21.9,0.0,2022-07-24,Algiers,36.75,3.06,7
2022-07-25,34.2,21.6,0.0,2022-07-25,Algiers,36.75,3.06,7
2022-07-26,31.9,21.7,0.0,2022-07-26,Algiers,36.75,3.06,7
2022-07-27,30.2,23.4,0.0,2022-07-27,Algiers,36.75,3.06,7
2022-07-28,31.4,21.2,0.0,2022-07-28,Algiers,36.75,3.06,7
2022-07-29,32.0,21.4,0.0,2022-07-29,Algiers,36.75,3.06,7
2022-07-30,30.2,23.6,0.0,2022-07-30,Algiers,36.75,3.06,7
2022-07-31,31.0,23.9,0.0,2022-07-31,Algiers,36.75,3.06,7
2022-08-01,29.6,22.4,0.0,2022-08-01,Algiers,36.75,3.06,8
2022-08-02,30.3,21.0,0.0,2022-08-02,Algiers,36.75,3.06,8
2022-08-03,29.5,21.1,0.0,2022-08-03,Algiers,36.75,3.06,8
2022-08-04,29.7,20.9,0.0,2022-08-04,Algiers,36.75,3.06,8
2022-08-05,30.0,22.6,0.0,2022-08-05,Algiers,36.75,3.06,8
2022-08-06,29.9,20.6,0.0,2022-08-06,Algiers,36.75,3.06,8
2022-08-07,30.9,21.2,0.0,2022-08-07,Algiers,36.75,3.06,8
2022-08-08,31.7,19.6,0.0,2022-08-08,Algiers,36.75,3.06,8
2022-08-09,30.7,22.4,0.0,2022-08-09,Algiers,36.75,3.06,8
2022-08-10,30.3,21.9,0.0,2022-08-10,Algiers,36.75,3.06,8
2022-08-11,31.5,22.5,0.0,2022-08-11,Algiers,36.75,3.06,8
2022-08-12,32.6,19.3,0.0,2022-08-12,Algiers,36.75,3.06,8
2022-08-13,40.4,21.7,0.0,2022-08-13,Algiers,36.75,3.06,8
2022-08-14,37.9,27.0,0.0,2022-08-14,Algiers,36.75,3.06,8
2022-08-15,35.1,25.9,0.1,2022-08-15,Algiers,36.75,3.06,8
2022-08-16,32.2,24.1,0.1,2022-08-16,Algiers,36.75,3.06,8
2022-08-17,32.5,23.0,0.1,2022-08-17,Algiers,36.75,3.06,8
2022-08-18,30.6,20.3,0.0,2022-08-18,Algiers,36.75,3.06,8
2022-08-19,29.2,21.8,0.0,2022-08-19,Algiers,36.75,3.06,8
2022-08-20,28.6,19.5,0.0,2022-08-20,Algiers,36.75,3.06,8
2022-08-21,31.2,18.0,0.0,2022-08-21,Algiers,36.75,3.06,8
2022-08-22,30.2,20.7,0.0,2022-08-22,Algiers,36.75,3.06,8
2022-08-23,29.6,20.7,0.0,2022-08-23,Algiers,36.75,3.06,8
2022-08-24,30.8,20.6,0.0,2022-08-24,Algiers,36.75,3.06,8
2022-08-25,32.2,22.0,0.0,2022-08-25,Algiers,36.75,3.06,8
2022-08-26,30.1,21.8,0.1,2022-08-26,Algiers,36.75,3.06,8
2022-08-27,29.8,22.5,0.5,2022-08-27,Algiers,36.75,3.06,8
2022-08-28,30.4,22.1,0.0,2022-08-28,Algiers,36.75,3.06,8
2022-08-29,33.4,21.4,0.0,2022-08-29,Algiers,36.75,3.06,8
2022-08-30,36.8,23.9,0.0,2022-08-30,Algiers,36.75,3.06,8
2022-08-31,32.8,24.1,1.9,2022-08-31,Algiers,36.75,3.06,8
2022-09-01,32.9,22.1,0.0,2022-09-01,Algiers,36.75,3.06,9
2022-09-02,35.9,24.2,0.0,2022-09-02,Algiers,36.75,3.06,9
2022-09-03,35.8,24.9,0.0,2022-09-03,Algiers,36.75,3.06,9
2022-09-04,31.1,24.4,0.0,2022-09-04,Algiers,36.75,3.06,9
2022-09-05,31.7,23.5,0.0,2022-09-05,Algiers,36.75,3.06,9
2022-09-06,35.9,22.7,0.0,2022-09-06,Algiers,36.75,3.06,9
2022-09-07,33.8,22.9,0.0,2022-09-07,Algiers,36.75,3.06,9
2022-09-08,32.5,21.8,0.0,2022-09-08,Algiers,36.75,3.06,9
2022-09-09,30.5,20.8,0.0,2022-09-09,Algiers,36.75,3.06,9
2022-09-10,30.2,21.2,0.0,2022-09-10,Algiers,36.75,3.06,9
2022-09-11,33.1,20.6,0.0,2022-09-11,Algiers,36.75,3.06,9
2022-09-12,37.6,22.8,0.0,2022-09-12,Algiers,36.75,3.06,9
2022-09-13,37.7,25.7,0.0,2022-09-13,Algiers,36.75,3.06,9
2022-09-14,31.7,24.8,0.0,2022-09-14,Algiers,36.75,3.06,9
2022-09-15,29.8,23.2,0.0,2022-09-15,Algiers,36.75,3.06,9
2022-09-16,28.7,20.3,0.1,2022-09-16,Algiers,36.75,3.06,9
2022-09-17,28.2,20.7,0.1,2022-09-17,Algiers,36.75,3.06,9
2022-09-18,28.1,23.7,0.0,2022-09-18,Algiers,36.75,3.06,9
2022-09-19,29.1,22.6,0.0,2022-09-19,Algiers,36.75,3.06,9
2022-09-20,27.6,22.8,0.2,2022-09-20,Algiers,36.75,3.06,9
2022-09-21,28.6,20.7,2.3,2022-09-21,Algiers,36.75,3.06,9
2022-09-22,24.7,19.3,2.7,2022-09-22,Algiers,36.75,3.06,9
2022-09-23,26.4,18.7,0.3,2022-09-23,Algiers,36.75,3.06,9
2022-09-24,34.0,18.5,0.0,2022-09-24,Algiers,36.75,3.06,9
2022-09-25,28.9,20.2,0.6,2022-09-25,Algiers,36.75,3.06,9
2022-09-26,27.9,20.0,0.5,2022-09-26,Algiers,36.75,3.06,9
2022-09-27,26.0,18.3,0.7,2022-09-27,Algiers,36.75,3.06,9
2022-09-28,26.2,18.0,0.0,2022-09-28,Algiers,36.75,3.06,9
2022-09-29,27.5,16.7,0.0,2022-09-29,Algiers,36.75,3.06,9
2022-09-30,22.2,16.3,3.8,2022-09-30,Algiers,36.75,3.06,9
2022-10-01,23.4,15.2,0.0,2022-10-01,Algiers,36.75,3.06,10
2022-10-02,27.5,15.4,0.0,2022-10-02,Algiers,36.75,3.06,10
2022-10-03,29.3,18.7,0.4,2022-10-03,Algiers,36.75,3.06,10
2022-10-04,26.5,19.5,0.9,2022-10-04,Algiers,36.75,3.06,10
2022-10-05,24.1,18.5,1.1,2022-10-05,Algiers,36.75,3.06,10
2022-10-06,28.6,17.4,0.2,2022-10-06,Algiers,36.75,3.06,10
2022-10-07,30.3,18.8,0.1,2022-10-07,Algiers,36.75,3.06,10
2022-10-08,29.6,19.0,0.2,2022-10-08,Algiers,36.75,3.06,10
2022-10-09,28.5,18.1,0.0,2022-10-09,Algiers,36.75,3.06,10
2022-10-10,27.4,17.9,0.0,2022-10-10,Algiers,36.75,3.06,10
2022-10-11,26.8,18.8,0.4,2022-10-11,Algiers,36.75,3.06,10
2022-10-12,25.4,18.3,7.5,2022-10-12,Algiers,36.75,3.06,10
2022-10-13,24.4,18.0,0.5,2022-10-13,Algiers,36.75,3.06,10
2022-10-14,24.8,16.2,0.0,2022-10-14,Algiers,36.75,3.06,10
2022-10-15,29.7,15.3,0.0,2022-10-15,Algiers,36.75,3.06,10
2022-10-16,27.6,19.2,0.0,2022-10-16,Algiers,36.75,3.06,10
2022-10-17,32.7,19.4,0.0,2022-10-17,Algiers,36.75,3.06,10
2022-10-18,31.8,19.4,0.0,2022-10-18,Algiers,36.75,3.06,10
2022-10-19,31.9,18.5,0.0,2022-10-19,Algiers,36.75,3.06,10
2022-10-20,31.9,19.7,0.0,2022-10-20,Algiers,36.75,3.06,10
2022-10-21,33.0,17.5,0.0,2022-10-21,Algiers,36.75,3.06,10
2022-10-22,33.2,17.6,0.0,2022-10-22,Algiers,36.75,3.06,10
2022-10-23,33.4,22.0,0.0,2022-10-23,Algiers,36.75,3.06,10
2022-10-24,33.2,21.0,0.0,2022-10-24,Algiers,36.75,3.06,10
2022-10-25,33.0,20.2,0.0,2022-10-25,Algiers,36.75,3.06,10
2022-10-26,30.9,17.5,0.0,2022-10-26,Algiers,36.75,3.06,10
2022-10-27,30.6,17.1,0.0,2022-10-27,Algiers,36.75,3.06,10
2022-10-28,29.0,17.2,0.0,2022-10-28,Algiers,36.75,3.06,10
2022-10-29,27.0,16.7,0.0,2022-10-29,Algiers,36.75,3.06,10
2022-10-30,25.2,17.1,0.0,2022-10-30,Algiers,36.75,3.06,10
2022-10-31,25.1,16.4,0.0,2022-10-31,Algiers,36.75,3.06,10
2022-11-01,28.1,16.0,0.0,2022-11-01,Algiers,36.75,3.06,11
2022-11-02,25.9,15.6,0.0,2022-11-02,Algiers,36.75,3.06,11
2022-11-03,26.3,15.0,0.0,2022-11-03,Algiers,36.75,3.06,11
2022-11-04,21.4,17.6,4.0,2022-11-04,Algiers,36.75,3.06,11
2022-11-05,21.5,13.2,0.0,2022-11-05,Algiers,36.75,3.06,11
2022-11-06,23.4,11.5,0.0,2022-11-06,Algiers,36.75,3.06,11
2022-11-07,23.6,14.5,0.0,2022-11-07,Algiers,36.75,3.06,11
2022-11-08,26.0,13.1,0.0,2022-11-08,Algiers,36.75,3.06,11
2022-11-09,24.5,14.7,0.0,2022-11-09,Algiers,36.75,3.06,11
2022-11-10,23.8,14.5,1.9,2022-11-10,Algiers,36.75,3.06,11
2022-11-11,27.0,13.6,0.0,2022-11-11,Algiers,36.75,3.06,11
2022-11-12,25.1,15.4,0.0,2022-11-12,Algiers,36.75,3.06,11
2022-11-13,24.1,14.0,0.0,2022-11-13,Algiers,36.75,3.06,11
2022-11-14,22.8,14.5,0.0,2022-11-14,Algiers,36.75,3.06,11
2022-11-15,25.8,11.8,0.0,2022-11-15,Algiers,36.75,3.06,11
2022-11-16,22.7,17.0,3.6,2022-11-16,Algiers,36.75,3.06,11
2022-11-17,24.3,17.2,0.8,2022-11-17,Algiers,36.75,3.06,11
2022-11-18,22.6,14.8,11.3,2022-11-18,Algiers,36.75,3.06,11
2022-11-19,15.8,10.4,8.6,2022-11-19,Algiers,36.75,3.06,11
2022-11-20,17.7,9.8,1.1,2022-11-20,Algiers,36.75,3.06,11
2022-11-21,22.5,13.0,0.0,2022-11-21,Algiers,36.75,3.06,11
2022-11-22,18.2,15.2,2.8,2022-11-22,Algiers,36.75,3.06,11
2022-11-23,22.8,15.8,0.0,2022-11-23,Algiers,36.75,3.06,11
2022-11-24,22.3,15.3,0.0,2022-11-24,Algiers,36.75,3.06,11
2022-11-25,20.4,12.0,1.7,2022-11-25,Algiers,36.75,3.06,11
2022-11-26,18.2,11.2,0.1,2022-11-26,Algiers,36.75,3.06,11
2022-11-27,17.8,8.1,0.0,2022-11-27,Algiers,36.75,3.06,11
2022-11-28,18.6,5.7,1.4,2022-11-28,Algiers,36.75,3.06,11
2022-11-29,17.3,11.5,1.1,2022-11-29,Algiers,36.75,3.06,11
2022-11-30,16.7,9.9,2.7,2022-11-30,Algiers,36.75,3.06,11
2022-12-01,17.1,9.9,0.0,2022-12-01,Algiers,36.75,3.06,12
2022-12-02,17.8,9.9,0.0,2022-12-02,Algiers,36.75,3.06,12
2022-12-03,16.9,8.9,0.2,2022-12-03,Algiers,36.75,3.06,12
2022-12-04,22.5,8.1,0.0,2022-12-04,Algiers,36.75,3.06,12
2022-12-05,23.1,13.6,0.0,2022-12-05,Algiers,36.75,3.06,12
2022-12-06,19.7,12.8,4.1,2022-12-06,Algiers,36.75,3.06,12
