time,temperature_2m_max,temperature_2m_min,precipitation_sum,date,city,latitude,longitude,month
2024-09-08,38.9,24.4,26.6,2024-09-08,Annaba,36.9,7.77,9
2024-09-09,27.9,21.6,10.6,2024-09-09,Annaba,36.9,7.77,9
2024-09-10,26.8,20.7,0.6,2024-09-10,Annaba,36.9,7.77,9
2024-09-11,27.3,20.3,1.9,2024-09-11,Annaba,36.9,7.77,9
2024-09-12,30.5,18.9,0.2,2024-09-12,Annaba,36.9,7.77,9
2024-09-13,23.5,20.5,3.3,2024-09-13,Annaba,36.9,7.77,9
2024-09-14,24.7,17.5,0.0,2024-09-14,Annaba,36.9,7.77,9
2024-09-15,26.0,16.2,0.0,2024-09-15,Annaba,36.9,7.77,9
2024-09-16,26.9,17.9,0.0,2024-09-16,Annaba,36.9,7.77,9
2024-09-17,26.3,18.6,0.9,2024-09-17,Annaba,36.9,7.77,9
2024-09-18,27.0,17.1,0.0,2024-09-18,Annaba,36.9,7.77,9
2024-09-19,25.6,18.3,4.5,2024-09-19,Annaba,36.9,7.77,9
2024-09-20,26.4,19.0,1.5,2024-09-20,Annaba,36.9,7.77,9
2024-09-21,30.6,19.9,0.3,2024-09-21,Annaba,36.9,7.77,9
2024-09-22,30.9,20.7,0.1,2024-09-22,Annaba,36.9,7.77,9
2024-09-23,27.9,20.4,7.9,2024-09-23,Annaba,36.9,7.77,9
2024-09-24,29.4,18.4,0.0,2024-09-24,Annaba,36.9,7.77,9
2024-09-25,28.8,18.9,1.4,2024-09-25,Annaba,36.9,7.77,9
2024-09-26,34.1,18.8,0.0,2024-09-26,Annaba,36.9,7.77,9
2024-09-27,31.4,20.1,0.0,2024-09-27,Annaba,36.9,7.77,9
2024-09-28,26.2,21.0,1.8,2024-09-28,Annaba,36.9,7.77,9
2024-09-29,25.7,17.7,0.0,2024-09-29,Annaba,36.9,7.77,9
2024-09-30,25.5,17.4,0.0,2024-09-30,Annaba,36.9,7.77,9
2024-10-01,30.9,18.3,0.0,2024-10-01,Annaba,36.9,7.77,10
2024-10-02,29.9,20.3,0.0,2024-10-02,Annaba,36.9,7.77,10
2024-10-03,29.9,19.7,0.7,2024-10-03,Annaba,36.9,7.77,10
2024-10-04,27.4,16.4,0.0,2024-10-04,Annaba,36.9,7.77,10
2024-10-05,25.3,17.4,0.6,2024-10-05,Annaba,36.9,7.77,10
2024-10-06,29.5,16.5,0.0,2024-10-06,Annaba,36.9,7.77,10
2024-10-07,33.0,18.4,0.0,2024-10-07,Annaba,36.9,7.77,10
2024-10-08,30.0,20.2,0.4,2024-10-08,Annaba,36.9,7.77,10
2024-10-09,30.7,18.4,0.0,2024-10-09,Annaba,36.9,7.77,10
2024-10-10,31.4,20.6,0.0,2024-10-10,Annaba,36.9,7.77,10
2024-10-11,26.8,19.3,1.1,2024-10-11,Annaba,36.9,7.77,10
2024-10-12,27.3,18.4,0.0,2024-10-12,Annaba,36.9,7.77,10
2024-10-13,33.4,19.2,0.0,2024-10-13,Annaba,36.9,7.77,10
2024-10-14,36.2,21.0,0.0,2024-10-14,Annaba,36.9,7.77,10
2024-10-15,35.7,21.9,0.0,2024-10-15,Annaba,36.9,7.77,10
2024-10-16,35.4,22.6,0.3,2024-10-16,Annaba,36.9,7.77,10
2024-10-17,30.9,21.8,0.8,2024-10-17,Annaba,36.9,7.77,10
2024-10-18,21.8,16.0,11.1,2024-10-18,Annaba,36.9,7.77,10
2024-10-19,18.4,14.7,11.6,2024-10-19,Annaba,36.9,7.77,10
2024-10-20,21.7,14.7,3.2,2024-10-20,Annaba,36.9,7.77,10
2024-10-21,23.5,14.5,1.5,2024-10-21,Annaba,36.9,7.77,10
2024-10-22,23.7,16.7,0.9,2024-10-22,Annaba,36.9,7.77,10
2024-10-23,24.7,16.7,0.2,2024-10-23,Annaba,36.9,7.77,10
2024-10-24,26.1,19.5,0.0,2024-10-24,Annaba,36.9,7.77,10
2024-10-25,27.1,18.2,0.5,2024-10-25,Annaba,36.9,7.77,10
2024-10-26,28.0,17.4,14.3,2024-10-26,Annaba,36.9,7.77,10
2024-10-27,22.7,16.5,0.3,2024-10-27,Annaba,36.9,7.77,10
2024-10-28,25.6,17.1,0.0,2024-10-28,Annaba,36.9,7.77,10
2024-10-29,26.2,17.9,0.0,2024-10-29,Annaba,36.9,7.77,10
2024-10-30,27.7,18.1,2.2,2024-10-30,Annaba,36.9,7.77,10
2024-10-31,27.6,18.7,0.0,2024-10-31,Annaba,36.9,7.77,10
2024-11-01,26.9,17.5,0.1,2024-11-01,Annaba,36.9,7.77,11
2024-11-02,26.0,17.7,0.0,2024-11-02,Annaba,36.9,7.77,11
2024-11-03,27.4,16.7,0.0,2024-11-03,Annaba,36.9,7.77,11
2024-11-04,26.9,17.2,0.0,2024-11-04,Annaba,36.9,7.77,11
2024-11-05,27.5,17.6,0.0,2024-11-05,Annaba,36.9,7.77,11
2024-11-06,24.3,17.2,0.4,2024-11-06,Annaba,36.9,7.77,11
2024-11-07,24.7,16.0,0.0,2024-11-07,Annaba,36.9,7.77,11
2024-11-08,25.7,15.0,0.0,2024-11-08,Annaba,36.9,7.77,11
2024-11-09,23.2,15.7,1.7,2024-11-09,Annaba,36.9,7.77,11
2024-11-10,19.3,14.8,30.5,2024-11-10,Annaba,36.9,7.77,11
2024-11-11,20.0,14.2,2.5,2024-11-11,Annaba,36.9,7.77,11
2024-11-12,17.7,12.9,9.9,2024-11-12,Annaba,36.9,7.77,11
2024-11-13,22.4,11.3,0.0,2024-11-13,Annaba,36.9,7.77,11
2024-11-14,24.8,14.1,0.0,2024-11-14,Annaba,36.9,7.77,11
2024-11-15,21.4,14.9,0.2,2024-11-15,Annaba,36.9,7.77,11
2024-11-16,20.6,12.9,0.0,2024-11-16,Annaba,36.9,7.77,11
2024-11-17,26.3,13.9,0.0,2024-11-17,Annaba,36.9,7.77,11
2024-11-18,23.4,14.8,0.0,2024-11-18,Annaba,36.9,7.77,11
2024-11-19,24.0,13.4,0.0,2024-11-19,Annaba,36.9,7.77,11
2024-11-20,22.7,14.9,0.1,2024-11-20,Annaba,36.9,7.77,11
2024-11-21,21.7,15.1,0.1,2024-11-21,Annaba,36.9,7.77,11
2024-11-22,21.1,13.7,5.3,2024-11-22,Annaba,36.9,7.77,11
2024-11-23,18.5,12.8,0.2,2024-11-23,Annaba,36.9,7.77,11
2024-11-24,22.1,10.7,0.0,2024-11-24,Annaba,36.9,7.77,11
2024-11-25,22.8,11.2,0.0,2024-11-25,Annaba,36.9,7.77,11
2024-11-26,23.9,11.0,0.0,2024-11-26,Annaba,36.9,7.77,11
2024-11-27,23.5,13.7,0.0,2024-11-27,Annaba,36.9,7.77,11
2024-11-28,20.8,14.2,1.2,2024-11-28,Annaba,36.9,7.77,11
2024-11-29,20.1,13.3,0.6,2024-11-29,Annaba,36.9,7.77,11
2024-11-30,18.9,13.1,3.5,2024-11-30,Annaba,36.9,7.77,11
2024-12-01,18.0,11.0,0.6,2024-12-01,Annaba,36.9,7.77,12
2024-12-02,18.9,12.1,0.5,2024-12-02,Annaba,36.9,7.77,12
2024-12-03,17.3,12.8,1.8,2024-12-03,Annaba,36.9,7.77,12
2024-12-04,16.2,11.7,10.0,2024-12-04,Annaba,36.9,7.77,12
2024-12-05,15.4,11.6,7.5,2024-12-05,Annaba,36.9,7.77,12
2024-12-06,18.5,13.4,0.5,2024-12-06,Annaba,36.9,7.77,12
2024-12-07,19.7,13.8,1.5,2024-12-07,Annaba,36.9,7.77,12
2024-12-08,15.9,8.5,8.1,2024-12-08,Annaba,36.9,7.77,12
2024-12-09,14.4,8.0,0.5,2024-12-09,Annaba,36.9,7.77,12
2024-12-10,15.1,6.6,0.0,2024-12-10,Annaba,36.9,7.77,12
2024-12-11,15.7,6.1,0.0,2024-12-11,Annaba,36.9,7.77,12
2024-12-12,19.5,8.9,0.0,2024-12-12,Annaba,36.9,7.77,12
2024-12-13,19.4,10.3,0.0,2024-12-13,Annaba,36.9,7.77,12
2024-12-14,18.8,9.6,0.0,2024-12-14,Annaba,36.9,7.77,12
2024-12-15,15.0,10.4,1.3,2024-12-15,Annaba,36.9,7.77,12
2024-12-16,15.2,10.4,2.3,2024-12-16,Annaba,36.9,7.77,12
2024-12-17,15.9,8.3,0.0,2024-12-17,Annaba,36.9,7.77,12
2024-12-18,17.9,8.1,0.0,2024-12-18,Annaba,36.9,7.77,12
2024-12-19,20.3,8.6,0.0,2024-12-19,Annaba,36.9,7.77,12
2024-12-20,15.3,12.0,3.4,2024-12-20,Annaba,36.9,7.77,12
2024-12-21,15.2,8.7,5.6,2024-12-21,Annaba,36.9,7.77,12
2024-12-22,15.7,8.0,0.6,2024-12-22,Annaba,36.9,7.77,12
2024-12-23,13.3,9.7,16.8,2024-12-23,Annaba,36.9,7.77,12
2024-12-24,11.5,9.1,4.9,2024-12-24,Annaba,36.9,7.77,12
2024-12-25,14.9,8.6,0.2,2024-12-25,Annaba,36.9,7.77,12
2024-12-26,12.9,8.0,1.1,2024-12-26,Annaba,36.9,7.77,12
2024-12-27,14.6,7.0,1.1,2024-12-27,Annaba,36.9,7.77,12
2024-12-28,14.5,8.5,1.7,2024-12-28,Annaba,36.9,7.77,12
2024-12-29,15.5,7.8,0.5,2024-12-29,Annaba,36.9,7.77,12
2024-12-30,15.8,7.4,0.0,2024-12-30,Annaba,36.9,7.77,12
2024-12-31,16.0,7.0,0.0,2024-12-31,Annaba,36.9,7.77,12
2022-01-01,16.1,8.3,0.0,2022-01-01,Mostaganem,35.93,0.09,1
2022-01-02,15.7,8.0,0.0,2022-01-02,Mostaganem,35.93,0.09,1
2022-01-03,16.5,7.1,0.0,2022-01-03,Mostaganem,35.93,0.09,1
2022-01-04,17.4,9.0,0.0,2022-01-04,Mostaganem,35.93,0.09,1
2022-01-05,14.6,11.2,5.5,2022-01-05,Mostaganem,35.93,0.09,1
2022-01-06,12.8,9.6,4.0,2022-01-06,Mostaganem,35.93,0.09,1
2022-01-07,13.3,6.4,0.1,2022-01-07,Mostaganem,35.93,0.09,1
2022-01-08,13.7,6.6,0.0,2022-01-08,Mostaganem,35.93,0.09,1
2022-01-09,16.6,8.0,0.0,2022-01-09,Mostaganem,35.93,0.09,1
2022-01-10,17.3,11.5,0.0,2022-01-10,Mostaganem,35.93,0.09,1
2022-01-11,15.3,8.2,0.0,2022-01-11,Mostaganem,35.93,0.09,1
2022-01-12,13.2,6.0,0.0,2022-01-12,Mostaganem,35.93,0.09,1
2022-01-13,13.2,6.6,0.0,2022-01-13,Mostaganem,35.93,0.09,1
2022-01-14,15.2,6.9,0.0,2022-01-14,Mostaganem,35.93,0.09,1
2022-01-15,13.6,6.7,0.0,2022-01-15,Mostaganem,35.93,0.09,1
2022-01-16,13.1,6.7,0.0,2022-01-16,Mostaganem,35.93,0.09,1
2022-01-17,13.7,5.9,0.0,2022-01-17,Mostaganem,35.93,0.09,1
2022-01-18,14.8,5.6,0.0,2022-01-18,Mostaganem,35.93,0.09,1
2022-01-19,13.1,5.7,0.0,2022-01-19,Mostaganem,35.93,0.09,1
2022-01-20,12.4,4.9,0.0,2022-01-20,Mostaganem,35.93,0.09,1
2022-01-21,12.2,7.4,3.3,2022-01-21,Mostaganem,35.93,0.09,1
2022-01-22,14.9,6.0,0.0,2022-01-22,Mostaganem,35.93,0.09,1
2022-01-23,14.1,5.8,0.0,2022-01-23,Mostaganem,35.93,0.09,1
2022-01-24,14.5,5.9,0.0,2022-01-24,Mostaganem,35.93,0.09,1
2022-01-25,16.7,7.3,0.0,2022-01-25,Mostaganem,35.93,0.09,1
2022-01-26,18.2,10.7,0.0,2022-01-26,Mostaganem,35.93,0.09,1
2022-01-27,15.9,9.8,0.0,2022-01-27,Mostaganem,35.93,0.09,1
2022-01-28,17.8,9.7,0.0,2022-01-28,Mostaganem,35.93,0.09,1
2022-01-29,18.1,7.9,0.0,2022-01-29,Mostaganem,35.93,0.09,1
2022-01-30,18.0,7.5,0.0,2022-01-30,Mostaganem,35.93,0.09,1
2022-01-31,14.9,7.5,0.0,2022-01-31,Mostaganem,35.93,0.09,1
2022-02-01,15.4,8.3,0.0,2022-02-01,Mostaganem,35.93,0.09,2
2022-02-02,18.1,7.2,0.0,2022-02-02,Mostaganem,35.93,0.09,2
2022-02-03,20.8,10.5,0.0,2022-02-03,Mostaganem,35.93,0.09,2
2022-02-04,19.5,10.2,0.0,2022-02-04,Mostaganem,35.93,0.09,2
2022-02-05,17.3,8.9,0.0,2022-02-05,Mostaganem,35.93,0.09,2
2022-02-06,15.6,9.4,0.0,2022-02-06,Mostaganem,35.93,0.09,2
2022-02-07,15.5,8.2,0.0,2022-02-07,Mostaganem,35.93,0.09,2
2022-02-08,18.1,8.0,0.0,2022-02-08,Mostaganem,35.93,0.09,2
2022-02-09,14.9,6.0,0.0,2022-02-09,Mostaganem,35.93,0.09,2
2022-02-10,14.0,8.0,0.0,2022-02-10,Mostaganem,35.93,0.09,2
2022-02-11,13.1,7.8,0.1,2022-02-11,Mostaganem,35.93,0.09,2
2022-02-12,14.1,8.2,0.2,2022-02-12,Mostaganem,35.93,0.09,2
2022-02-13,14.4,7.7,0.0,2022-02-13,Mostaganem,35.93,0.09,2
2022-02-14,16.4,9.3,0.1,2022-02-14,Mostaganem,35.93,0.09,2
2022-02-15,14.8,8.3,0.0,2022-02-15,Mostaganem,35.93,0.09,2
2022-02-16,16.2,8.3,0.0,2022-02-16,Mostaganem,35.93,0.09,2
2022-02-17,17.7,9.8,0.0,2022-02-17,Mostaganem,35.93,0.09,2
2022-02-18,22.9,9.7,0.0,2022-02-18,Mostaganem,35.93,0.09,2
2022-02-19,16.7,10.8,0.0,2022-02-19,Mostaganem,35.93,0.09,2
2022-02-20,16.0,10.9,0.8,2022-02-20,Mostaganem,35.93,0.09,2
2022-02-21,16.9,8.8,0.0,2022-02-21,Mostaganem,35.93,0.09,2
2022-02-22,17.3,8.7,0.0,2022-02-22,Mostaganem,35.93,0.09,2
2022-02-23,21.2,10.3,0.0,2022-02-23,Mostaganem,35.93,0.09,2
2022-02-24,19.0,10.4,0.0,2022-02-24,Mostaganem,35.93,0.09,2
2022-02-25,17.2,12.1,0.4,2022-02-25,Mostaganem,35.93,0.09,2
2022-02-26,19.7,11.3,0.2,2022-02-26,Mostaganem,35.93,0.09,2
2022-02-27,16.7,11.5,3.4,2022-02-27,Mostaganem,35.93,0.09,2
2022-02-28,15.0,8.7,1.0,2022-02-28,Mostaganem,35.93,0.09,2
2022-03-01,15.7,6.7,0.0,2022-03-01,Mostaganem,35.93,0.09,3
2022-03-02,17.1,7.7,0.0,2022-03-02,Mostaganem,35.93,0.09,3
2022-03-03,17.0,9.1,0.0,2022-03-03,Mostaganem,35.93,0.09,3
2022-03-04,13.2,9.6,4.8,2022-03-04,Mostaganem,35.93,0.09,3
2022-03-05,13.8,10.4,6.4,2022-03-05,Mostaganem,35.93,0.09,3
2022-03-06,15.3,8.6,1.6,2022-03-06,Mostaganem,35.93,0.09,3
2022-03-07,13.2,8.6,2.5,2022-03-07,Mostaganem,35.93,0.09,3
2022-03-08,14.6,8.4,1.5,2022-03-08,Mostaganem,35.93,0.09,3
2022-03-09,16.7,9.7,0.4,2022-03-09,Mostaganem,35.93,0.09,3
2022-03-10,15.5,9.3,0.0,2022-03-10,Mostaganem,35.93,0.09,3
2022-03-11,16.8,9.1,0.0,2022-03-11,Mostaganem,35.93,0.09,3
2022-03-12,16.4,11.4,5.7,2022-03-12,Mostaganem,35.93,0.09,3
2022-03-13,17.2,11.5,1.2,2022-03-13,Mostaganem,35.93,0.09,3
2022-03-14,27.8,14.1,0.0,2022-03-14,Mostaganem,35.93,0.09,3
2022-03-15,26.6,19.9,0.0,2022-03-15,Mostaganem,35.93,0.09,3
2022-03-16,22.5,11.8,9.8,2022-03-16,Mostaganem,35.93,0.09,3
2022-03-17,14.7,11.1,18.8,2022-03-17,Mostaganem,35.93,0.09,3
2022-03-18,15.2,11.6,2.7,2022-03-18,Mostaganem,35.93,0.09,3
2022-03-19,15.7,11.4,2.0,2022-03-19,Mostaganem,35.93,0.09,3
2022-03-20,18.5,9.5,0.1,2022-03-20,Mostaganem,35.93,0.09,3
2022-03-21,23.0,13.1,0.1,2022-03-21,Mostaganem,35.93,0.09,3
2022-03-22,17.0,11.7,1.8,2022-03-22,Mostaganem,35.93,0.09,3
2022-03-23,22.1,13.7,0.9,2022-03-23,Mostaganem,35.93,0.09,3
2022-03-24,21.8,14.9,0.1,2022-03-24,Mostaganem,35.93,0.09,3
2022-03-25,20.6,13.2,3.1,2022-03-25,Mostaganem,35.93,0.09,3
2022-03-26,17.1,10.8,0.1,2022-03-26,Mostaganem,35.93,0.09,3
2022-03-27,17.8,9.6,0.0,2022-03-27,Mostaganem,35.93,0.09,3
2022-03-28,21.4,12.4,0.0,2022-03-28,Mostaganem,35.93,0.09,3
2022-03-29,16.0,11.4,0.4,2022-03-29,Mostaganem,35.93,0.09,3
2022-03-30,16.9,11.1,5.7,2022-03-30,Mostaganem,35.93,0.09,3
2022-03-31,15.6,12.1,31.4,2022-03-31,Mostaganem,35.93,0.09,3
2022-04-01,15.1,11.2,30.0,2022-04-01,Mostaganem,35.93,0.09,4
2022-04-02,14.3,9.0,0.5,2022-04-02,Mostaganem,35.93,0.09,4
2022-04-03,14.2,8.0,1.1,2022-04-03,Mostaganem,35.93,0.09,4
2022-04-04,16.9,10.1,8.1,2022-04-04,Mostaganem,35.93,0.09,4
2022-04-05,17.1,11.5,0.2,2022-04-05,Mostaganem,35.93,0.09,4
2022-04-06,16.5,10.0,0.1,2022-04-06,Mostaganem,35.93,0.09,4
2022-04-07,16.9,10.6,0.0,2022-04-07,Mostaganem,35.93,0.09,4
2022-04-08,19.2,11.0,0.0,2022-04-08,Mostaganem,35.93,0.09,4
2022-04-09,17.6,11.8,0.0,2022-04-09,Mostaganem,35.93,0.09,4
2022-04-10,24.4,11.3,0.0,2022-04-10,Mostaganem,35.93,0.09,4
2022-04-11,31.2,14.2,0.0,2022-04-11,Mostaganem,35.93,0.09,4
2022-04-12,16.5,11.5,16.1,2022-04-12,Mostaganem,35.93,0.09,4
2022-04-13,14.8,11.3,12.0,2022-04-13,Mostaganem,35.93,0.09,4
2022-04-14,14.3,12.8,20.6,2022-04-14,Mostaganem,35.93,0.09,4
2022-04-15,17.1,12.9,6.1,2022-04-15,Mostaganem,35.93,0.09,4
2022-04-16,18.0,11.1,0.0,2022-04-16,Mostaganem,35.93,0.09,4
2022-04-17,22.8,13.3,0.0,2022-04-17,Mostaganem,35.93,0.09,4
2022-04-18,25.1,11.9,0.0,2022-04-18,Mostaganem,35.93,0.09,4
2022-04-19,20.0,14.4,0.0,2022-04-19,Mostaganem,35.93,0.09,4
2022-04-20,15.9,11.0,5.0,2022-04-20,Mostaganem,35.93,0.09,4
2022-04-21,16.7,12.7,1.9,2022-04-21,Mostaganem,35.93,0.09,4
2022-04-22,19.5,11.3,0.0,2022-04-22,Mostaganem,35.93,0.09,4
2022-04-23,17.1,12.0,0.4,2022-04-23,Mostaganem,35.93,0.09,4
2022-04-24,17.3,11.5,0.0,2022-04-24,Mostaganem,35.93,0.09,4
2022-04-25,18.9,11.2,0.0,2022-04-25,Mostaganem,35.93,0.09,4
2022-04-26,18.1,11.7,0.0,2022-04-26,Mostaganem,35.93,0.09,4
2022-04-27,16.6,13.2,7.0,2022-04-27,Mostaganem,35.93,0.09,4
2022-04-28,16.2,12.2,1.2,2022-04-28,Mostaganem,35.93,0.09,4
2022-04-29,17.4,12.7,1.8,2022-04-29,Mostaganem,35.93,0.09,4
2022-04-30,17.8,12.5,0.0,2022-04-30,Mostaganem,35.93,0.09,4
2022-05-01,22.5,12.0,0.0,2022-05-01,Mostaganem,35.93,0.09,5
2022-05-02,22.6,14.9,0.0,2022-05-02,Mostaganem,35.93,0.09,5
2022-05-03,18.9,14.4,0.4,2022-05-03,Mostaganem,35.93,0.09,5
2022-05-04,16.3,13.8,14.6,2022-05-04,Mostaganem,35.93,0.09,5
2022-05-05,17.8,13.8,26.0,2022-05-05,Mostaganem,35.93,0.09,5
2022-05-06,22.2,12.5,0.0,2022-05-06,Mostaganem,35.93,0.09,5
2022-05-07,21.0,12.5,0.0,2022-05-07,Mostaganem,35.93,0.09,5
2022-05-08,23.2,12.5,0.0,2022-05-08,Mostaganem,35.93,0.09,5
2022-05-09,23.9,15.2,0.0,2022-05-09,Mostaganem,35.93,0.09,5
2022-05-10,22.1,14.7,0.0,2022-05-10,Mostaganem,35.93,0.09,5
2022-05-11,24.0,12.3,0.0,2022-05-11,Mostaganem,35.93,0.09,5
2022-05-12,22.9,15.6,0.0,2022-05-12,Mostaganem,35.93,0.09,5
2022-05-13,23.0,16.2,0.0,2022-05-13,Mostaganem,35.93,0.09,5
2022-05-14,26.2,16.0,0.0,2022-05-14,Mostaganem,35.93,0.09,5
2022-05-15,22.1,17.3,0.0,2022-05-15,Mostaganem,35.93,0.09,5
2022-05-16,24.1,16.4,0.0,2022-05-16,Mostaganem,35.93,0.09,5
2022-05-17,23.2,15.3,0.0,2022-05-17,Mostaganem,35.93,0.09,5
2022-05-18,27.8,16.0,0.0,2022-05-18,Mostaganem,35.93,0.09,5
2022-05-19,27.8,18.0,0.0,2022-05-19,Mostaganem,35.93,0.09,5
2022-05-20,33.1,25.5,0.0,2022-05-20,Mostaganem,35.93,0.09,5
2022-05-21,31.7,24.1,0.0,2022-05-21,Mostaganem,35.93,0.09,5
2022-05-22,26.4,19.1,0.0,2022-05-22,Mostaganem,35.93,0.09,5
2022-05-23,24.0,18.3,0.0,2022-05-23,Mostaganem,35.93,0.09,5
2022-05-24,26.7,20.0,0.0,2022-05-24,Mostaganem,35.93,0.09,5
2022-05-25,21.1,16.3,0.9,2022-05-25,Mostaganem,35.93,0.09,5
2022-05-26,21.8,15.8,0.3,2022-05-26,Mostaganem,35.93,0.09,5
2022-05-27,24.8,15.7,0.0,2022-05-27,Mostaganem,35.93,0.09,5
2022-05-28,29.2,17.1,0.0,2022-05-28,Mostaganem,35.93,0.09,5
2022-05-29,26.8,18.2,0.0,2022-05-29,Mostaganem,35.93,0.09,5
2022-05-30,23.2,18.6,0.0,2022-05-30,Mostaganem,35.93,0.09,5
2022-05-31,25.6,17.6,0.0,2022-05-31,Mostaganem,35.93,0.09,5
2022-06-01,23.9,16.2,0.0,2022-06-01,Mostaganem,35.93,0.09,6
2022-06-02,25.2,17.5,0.0,2022-06-02,Mostaganem,35.93,0.09,6
2022-06-03,24.9,19.0,0.1,2022-06-03,Mostaganem,35.93,0.09,6
2022-06-04,24.3,18.7,0.0,2022-06-04,Mostaganem,35.93,0.09,6
2022-06-05,23.4,19.3,0.0,2022-06-05,Mostaganem,35.93,0.09,6
2022-06-06,23.7,18.6,0.0,2022-06-06,Mostaganem,35.93,0.09,6
2022-06-07,26.3,18.5,0.0,2022-06-07,Mostaganem,35.93,0.09,6
2022-06-08,28.1,18.4,0.0,2022-06-08,Mostaganem,35.93,0.09,6
2022-06-09,28.0,22.1,0.0,2022-06-09,Mostaganem,35.93,0.09,6
2022-06-10,29.7,20.8,0.0,2022-06-10,Mostaganem,35.93,0.09,6
2022-06-11,31.2,21.2,0.0,2022-06-11,Mostaganem,35.93,0.09,6
2022-06-12,30.5,17.5,0.0,2022-06-12,Mostaganem,35.93,0.09,6
2022-06-13,31.4,19.9,0.0,2022-06-13,Mostaganem,35.93,0.09,6
2022-06-14,29.4,20.2,0.0,2022-06-14,Mostaganem,35.93,0.09,6
2022-06-15,39.2,21.1,0.0,2022-06-15,Mostaganem,35.93,0.09,6
2022-06-16,33.8,22.1,0.0,2022-06-16,Mostaganem,35.93,0.09,6
2022-06-17,33.4,22.1,0.0,2022-06-17,Mostaganem,35.93,0.09,6
2022-06-18,33.2,21.8,0.0,2022-06-18,Mostaganem,35.93,0.09,6
2022-06-19,27.6,21.7,0.0,2022-06-19,Mostaganem,35.93,0.09,6
2022-06-20,27.6,22.0,0.0,2022-06-20,Mostaganem,35.93,0.09,6
2022-06-21,27.1,20.9,0.3,2022-06-21,Mostaganem,35.93,0.09,6
2022-06-22,24.1,19.2,4.8,2022-06-22,Mostaganem,35.93,0.09,6
2022-06-23,24.0,19.8,0.3,2022-06-23,Mostaganem,35.93,0.09,6
2022-06-24,23.4,18.0,0.1,2022-06-24,Mostaganem,35.93,0.09,6
2022-06-25,25.1,17.7,0.0,2022-06-25,Mostaganem,35.93,0.09,6
2022-06-26,25.4,18.9,0.0,2022-06-26,Mostaganem,35.93,0.09,6
2022-06-27,24.9,18.1,0.0,2022-06-27,Mostaganem,35.93,0.09,6
2022-06-28,24.6,16.4,0.0,2022-06-28,Mostaganem,35.93,0.09,6
2022-06-29,26.0,18.6,0.0,2022-06-29,Mostaganem,35.93,0.09,6
2022-06-30,25.0,20.4,0.8,2022-06-30,Mostaganem,35.93,0.09,6
2022-07-01,27.3,18.6,0.0,2022-07-01,Mostaganem,35.93,0.09,7
2022-07-02,27.0,21.3,0.0,2022-07-02,Mostaganem,35.93,0.09,7
2022-07-03,26.4,21.4,0.0,2022-07-03,Mostaganem,35.93,0.09,7
2022-07-04,27.0,21.0,0.0,2022-07-04,Mostaganem,35.93,0.09,7
2022-07-05,34.6,21.6,0.0,2022-07-05,Mostaganem,35.93,0.09,7
2022-07-06,26.5,22.4,0.0,2022-07-06,Mostaganem,35.93,0.09,7
2022-07-07,27.3,22.3,0.3,2022-07-07,Mostaganem,35.93,0.09,7
2022-07-08,29.2,20.2,0.0,2022-07-08,Mostaganem,35.93,0.09,7
2022-07-09,28.2,20.8,0.0,2022-07-09,Mostaganem,35.93,0.09,7
2022-07-10,28.3,19.0,0.0,2022-07-10,Mostaganem,35.93,0.09,7
2022-07-11,29.6,19.6,0.0,2022-07-11,Mostaganem,35.93,0.09,7
2022-07-12,28.4,19.3,0.0,2022-07-12,Mostaganem,35.93,0.09,7
2022-07-13,26.9,21.2,0.0,2022-07-13,Mostaganem,35.93,0.09,7
2022-07-14,28.0,20.2,0.0,2022-07-14,Mostaganem,35.93,0.09,7
2022-07-15,29.4,21.5,0.0,2022-07-15,Mostaganem,35.93,0.09,7
2022-07-16,28.5,19.5,0.0,2022-07-16,Mostaganem,35.93,0.09,7
2022-07-17,28.4,21.7,0.0,2022-07-17,Mostaganem,35.93,0.09,7
2022-07-18,28.2,22.4,0.0,2022-07-18,Mostaganem,35.93,0.09,7
2022-07-19,27.7,22.0,0.0,2022-07-19,Mostaganem,35.93,0.09,7
2022-07-20,27.9,22.4,0.0,2022-07-20,Mostaganem,35.93,0.09,7
2022-07-21,29.3,22.2,0.0,2022-07-21,Mostaganem,35.93,0.09,7
2022-07-22,27.7,22.0,0.0,2022-07-22,Mostaganem,35.93,0.09,7
2022-07-23,29.5,21.8,0.0,2022-07-23,Mostaganem,35.93,0.09,7
2022-07-24,28.5,22.0,0.0,2022-07-24,Mostaganem,35.93,0.09,7
2022-07-25,32.5,21.8,0.0,2022-07-25,Mostaganem,35.93,0.09,7
2022-07-26,33.4,23.5,0.0,2022-07-26,Mostaganem,35.93,0.09,7
2022-07-27,31.0,23.3,0.0,2022-07-27,Mostaganem,35.93,0.09,7
2022-07-28,30.2,23.0,0.0,2022-07-28,Mostaganem,35.93,0.09,7
2022-07-29,31.4,23.1,0.0,2022-07-29,Mostaganem,35.93,0.09,7
2022-07-30,33.2,24.0,0.0,2022-07-30,Mostaganem,35.93,0.09,7
2022-07-31,31.5,24.5,0.0,2022-07-31,Mostaganem,35.93,0.09,7
2022-08-01,29.4,23.9,0.0,2022-08-01,Mostaganem,35.93,0.09,8
2022-08-02,32.9,22.5,0.0,2022-08-02,Mostaganem,35.93,0.09,8
